ID,type,q_place_1,q_place_type_1,parent_hierarchy_1,hierarchy_types_1,q_place_2,q_place_type_2,parent_hierarchy_2,hierarchy_types_2,q_place_3plus,q_place_type_3,parent_hierarchy_3,hierarchy_types_3
2014.c.2.2.6,tossup + bonus,,,,,,,,,,,,
2014.c.2.2.7,tossup + bonus,Tara,archaeological sites,County Meath,,Dublin,inhabited places,Dublin,,,,,
2014.c.2.2.7,,,,,,,capitals (seats of government),Ireland,primary political entities,,,,
2014.c.2.2.7,,,,,,,cities,,nations,,,,
2014.c.2.2.7,,,,,,,national capitals,,independent political entities,,,,
2014.c.2.2.7,,,,,,,commercial centers (inhabited places),,dominions,,,,
2014.c.2.2.7,,,,,,,industrial centers (inhabited places),,independent sovereign nations,,,,
2014.c.2.2.7,,,,,,,trade centers,Europe,continents,,,,
2014.c.2.2.7,,,,,,,,World,areas (geography),,,,
2014.c.2.2.7,,,,,,,,,facets (controlled vocabulary),,,,
2014.c.2.2.7,,Tara,prehistoric sites,Ireland,primary political entities,,,,,,,,
2014.c.2.2.7,,,,,nations,,,,,,,,
2014.c.2.2.7,,,,,independent political entities,,,,,,,,
2014.c.2.2.7,,,,,dominions,,,,,,,,
2014.c.2.2.7,,,,,independent sovereign nations,,,,,,,,
2014.c.2.2.7,,,,Europe,continents,,,,,,,,
2014.c.2.2.7,,,,World,areas (geography),,,,,,,,
2014.c.2.2.7,,,,,facets (controlled vocabulary),,,,,,,,
2014.c.2.2.7,,,,,,,,,,,,,
2014.c.2.2.7,,,,,,,,,,,,,
2014.c.2.2.7,,,,,,,,,,,,,
2014.c.2.2.7,,,,,,,,,,,,,
2014.c.2.2.7,,,,,,,,,,,,,
2014.c.2.2.7,,,,,,,,,,,,,
2014.c.2.2.7,,,,,,,,,,,,,
2014.c.2.2.8,tossup + bonus,France,primary political entities,Europe,continents,Khmer (Empire),former primary political entities,Asia,continents,Cambodia,primary political entities,Asia,continents
2014.c.2.2.8,,,,,,,empires (sovereign states),World,areas (geography),,former primary political entities,World,areas (geography)
2014.c.2.2.8,,,,,,,,,facets (controlled vocabulary),,republics,,facets (controlled vocabulary)
2014.c.2.2.8,,France,republics,World,areas (geography),,,,,,nations,,
2014.c.2.2.8,,,empires (sovereign states),,facets (controlled vocabulary),,,,,,independent political entities,,
2014.c.2.2.8,,,nations,,,,,,,,independent sovereign nations,,
2014.c.2.2.8,,,independent political entities,,,,,,,,protectorates,,
2014.c.2.2.8,,,independent sovereign nations,,,,,,,,vassal states,,
2014.c.2.2.8,,,monarchies,,,,,,,,kingdoms (political administrative bodies),,
2014.c.2.3.lightning.1.1,lightning,Atlanta,inhabited places,Fulton,,Savannah,inhabited places,Chatham,,,,,
2014.c.2.3.lightning.1.1,,,,,,,county seats,Georgia,,,,,
2014.c.2.3.lightning.1.1,,,,,,,capitals (seats of government),United States,primary political entities,,,,
2014.c.2.3.lightning.1.1,,,,,,,cities,,nations,,,,
2014.c.2.3.lightning.1.1,,,,,,,manufacturing centers,,independent political entities,,,,
2014.c.2.3.lightning.1.1,,,,,,,military centers,,independent sovereign nations,,,,
2014.c.2.3.lightning.1.1,,,,,,,educational centers (buildings),North and Central America,continents,,,,
2014.c.2.3.lightning.1.1,,,,,,,seaports,World,areas (geography),,,,
2014.c.2.3.lightning.1.1,,,,,,,industrial centers (inhabited places),,facets (controlled vocabulary),,,,
2014.c.2.3.lightning.1.1,,,,,,,transportation centers (inhabited places),,,,,,
2014.c.2.3.lightning.1.1,,,,,,,tourist centers,,,,,,
2014.c.2.3.lightning.1.1,,,,,,,trade centers,,,,,,
2014.c.2.3.lightning.1.1,,Atlanta,county seats,Georgia,,,,,,,,,
2014.c.2.3.lightning.1.1,,,cities,United States,primary political entities,,,,,,,,
2014.c.2.3.lightning.1.1,,,,,nations,,,,,,,,
2014.c.2.3.lightning.1.1,,,,,independent political entities,,,,,,,,
2014.c.2.3.lightning.1.1,,,,,independent sovereign nations,,,,,,,,
2014.c.2.3.lightning.1.1,,,manufacturing centers,North and Central America,continents,,,,,,,,
2014.c.2.3.lightning.1.1,,,military centers,World,areas (geography),,,,,,,,
2014.c.2.3.lightning.1.1,,,educational centers (buildings),,facets (controlled vocabulary),,,,,,,,
2014.c.2.3.lightning.1.1,,,commercial centers (inhabited places),,,,,,,,,,
2014.c.2.3.lightning.1.1,,,state capitals,,,,,,,,,,
2014.c.2.3.lightning.1.1,,,cultural centers (buildings),,,,,,,,,,
2014.c.2.3.lightning.1.1,,,financial centers,,,,,,,,,,
2014.c.2.3.lightning.1.1,,,medical centers,,,,,,,,,,
2014.c.2.3.lightning.1.1,,,industrial centers (inhabited places),,,,,,,,,,
2014.c.2.3.lightning.1.1,,,transportation centers (inhabited places),,,,,,,,,,
2014.c.2.3.lightning.1.1,,,prison centers (inhabited places),,,,,,,,,,
2014.c.2.3.lightning.1.1,,,tourist centers,,,,,,,,,,
2014.c.2.3.lightning.1.2,lightning,,,,,,,,,,,,
2014.c.2.3.lightning.1.3,lightning,,,,,,,,,,,,
2014.c.2.3.lightning.1.4,lightning,,,,,,,,,,,,
2014.c.2.3.lightning.1.5,lightning,United States,primary political entities,North and Central America,continents,,,,,,,,
2014.c.2.3.lightning.1.5,,,nations,World,areas (geography),,,,,,,,
2014.c.2.3.lightning.1.5,,,independent political entities,,facets (controlled vocabulary),,,,,,,,
2014.c.2.3.lightning.1.5,,,independent sovereign nations,,,,,,,,,,
2014.c.2.3.lightning.1.6,lightning,,,,,,,,,,,,
2014.c.2.3.lightning.1.7,lightning,,,,,,,,,,,,
2014.c.2.3.lightning.1.8,lightning,,,,,,,,,,,,
2014.c.2.3.lightning.2.1,lightning,,,,,,,,,,,,
2014.c.2.3.lightning.2.2,lightning,,,,,,,,,,,,
2014.c.2.3.lightning.2.3,lightning,England,areas (geography),United Kingdom,primary political entities,,,,,,,,
2014.c.2.3.lightning.2.3,,,,,nations,,,,,,,,
2014.c.2.3.lightning.2.3,,,,,independent political entities,,,,,,,,
2014.c.2.3.lightning.2.3,,,,,independent sovereign nations,,,,,,,,
2014.c.2.3.lightning.2.3,,,,,constitutional monarchies,,,,,,,,
2014.c.2.3.lightning.2.3,,,first level subdivisions (political entities),Europe,continents,,,,,,,,
2014.c.2.3.lightning.2.3,,,countries (sovereign states),World,areas (geography),,,,,,,,
2014.c.2.3.lightning.2.3,,,kingdoms (political administrative bodies),,facets (controlled vocabulary),,,,,,,,
2014.c.2.3.lightning.2.3,,,,,,,,,,,,,
2014.c.2.3.lightning.2.3,,,,,,,,,,,,,
2014.c.2.3.lightning.2.3,,,,,,,,,,,,,
2014.c.2.3.lightning.2.3,,,,,,,,,,,,,
2014.c.2.3.lightning.2.4,lightning,Spain,primary political entities,Europe,continents,,,,,,,,
2014.c.2.3.lightning.2.4,,,inhabited regions,World,areas (geography),,,,,,,,
2014.c.2.3.lightning.2.4,,,republics,,facets (controlled vocabulary),,,,,,,,
2014.c.2.3.lightning.2.4,,,nations,,,,,,,,,,
2014.c.2.3.lightning.2.4,,,independent political entities,,,,,,,,,,
2014.c.2.3.lightning.2.4,,,independent sovereign nations,,,,,,,,,,
2014.c.2.3.lightning.2.4,,,constitutional monarchies,,,,,,,,,,
2014.c.2.3.lightning.2.4,,,monarchies,,,,,,,,,,
2014.c.2.3.lightning.2.5,lightning,,,,,,,,,,,,
2014.c.2.3.lightning.2.6,lightning,,,,,,,,,,,,
2014.c.2.3.lightning.2.7,lightning,,,,,,,,,,,,
2014.c.2.3.lightning.2.8,lightning,,,,,,,,,,,,
2014.c.2.3.lightning.3.1,lightning,,,,,,,,,,,,
2014.c.2.3.lightning.3.2,lightning,,,,,,,,,,,,
2014.c.2.3.lightning.3.3,lightning,,,,,,,,,,,,
2014.c.2.3.lightning.3.4,lightning,,,,,,,,,,,,
2014.c.2.3.lightning.3.5,lightning,,,,,,,,,,,,
2014.c.2.3.lightning.3.6,lightning,,,,,,,,,,,,
2014.c.2.3.lightning.3.7,lightning,Acapulco,inhabited places,Sinaloa,,,,,,,,,
2014.c.2.3.lightning.3.7,,,,Mexico,primary political entities,,,,,,,,
2014.c.2.3.lightning.3.7,,,,,republics,,,,,,,,
2014.c.2.3.lightning.3.7,,,,,nations,,,,,,,,
2014.c.2.3.lightning.3.7,,,,,independent political entities,,,,,,,,
2014.c.2.3.lightning.3.7,,,,,independent sovereign nations,,,,,,,,
2014.c.2.3.lightning.3.7,,,,North and Central America,continents,,,,,,,,
2014.c.2.3.lightning.3.7,,,,World,areas (geography),,,,,,,,
2014.c.2.3.lightning.3.7,,,,,facets (controlled vocabulary),,,,,,,,
2014.c.2.3.lightning.3.7,,,,,,,,,,,,,
2014.c.2.3.lightning.3.7,,,,,,,,,,,,,
2014.c.2.3.lightning.3.7,,,,,,,,,,,,,
2014.c.2.3.lightning.3.7,,,,,,,,,,,,,
2014.c.2.3.lightning.3.7,,,,,,,,,,,,,
2014.c.2.3.lightning.3.8,lightning,,,,,,,,,,,,
2014.c.2.4.1,tossup,Springfield,inhabited places,Clark,,Sunset Strip,,,,Ohio,first level subdivisions (political entities),United States,primary political entities
2014.c.2.4.1,,,,,,,,,,,,,nations
2014.c.2.4.1,,,,,,,,,,,,,independent political entities
2014.c.2.4.1,,,,,,,,,,,,,independent sovereign nations
2014.c.2.4.1,,Springfield,,Ohio,,,,,,,states (political divisions),North and Central America,continents
2014.c.2.4.1,,,,United States,primary political entities,,,,,,,World,areas (geography)
2014.c.2.4.1,,,,,nations,,,,,,,,facets (controlled vocabulary)
2014.c.2.4.1,,,,,independent political entities,,,,,,,,
2014.c.2.4.1,,,,,independent sovereign nations,,,,,,,,
2014.c.2.4.1,,,,North and Central America,continents,,,,,,,,
2014.c.2.4.1,,,,World,areas (geography),,,,,,,,
2014.c.2.4.1,,,,,facets (controlled vocabulary),,,,,,,,
2014.c.2.4.1,,,,,,,,,,,,,
2014.c.2.4.1,,,,,,,,,,,,,
2014.c.2.4.1,,,,,,,,,,,,,
2014.c.2.4.1,,,,,,,,,,,,,
2014.c.2.4.2,tossup,United States,primary political entities,North and Central America,continents,United States,primary political entities,North and Central America,continents,United States,primary political entities,North and Central America,continents
2014.c.2.4.2,,,,,,,,,,,nations,World,areas (geography)
2014.c.2.4.2,,,,,,,,,,,independent political entities,,facets (controlled vocabulary)
2014.c.2.4.2,,,,,,,,,,,independent sovereign nations,,
2014.c.2.4.2,,,,,,,nations,World,areas (geography),Canada,primary political entities,North and Central America,continents
2014.c.2.4.2,,,,,,,,,,,nations,World,areas (geography)
2014.c.2.4.2,,,,,,,,,,,independent political entities,,facets (controlled vocabulary)
2014.c.2.4.2,,,,,,,,,,,independent sovereign nations,,
2014.c.2.4.2,,,,,,,independent political entities,,facets (controlled vocabulary),United States,primary political entities,North and Central America,continents
2014.c.2.4.2,,,,,,,independent sovereign nations,,,,nations,World,areas (geography)
2014.c.2.4.2,,United States,nations,World,areas (geography),,,,,,independent political entities,,facets (controlled vocabulary)
2014.c.2.4.2,,,independent political entities,,facets (controlled vocabulary),,,,,,independent sovereign nations,,
2014.c.2.4.2,,,independent sovereign nations,,,,,,,,,,
2014.c.2.4.3,tossup,,,,,,,,,,,,
2014.c.2.4.4,tossup,Springfield,agricultural centers (inhabited places),Sangamon,,,,,,,,,
2014.c.2.4.4,,,inhabited places,Illinois,,,,,,,,,
2014.c.2.4.4,,,county seats,United States,primary political entities,,,,,,,,
2014.c.2.4.4,,,,,nations,,,,,,,,
2014.c.2.4.4,,,,,independent political entities,,,,,,,,
2014.c.2.4.4,,,,,independent sovereign nations,,,,,,,,
2014.c.2.4.4,,,cities,North and Central America,continents,,,,,,,,
2014.c.2.4.4,,,commercial centers (inhabited places),World,areas (geography),,,,,,,,
2014.c.2.4.4,,,state capitals,,facets (controlled vocabulary),,,,,,,,
2014.c.2.4.4,,,cultural centers (buildings),,,,,,,,,,
2014.c.2.4.4,,,industrial centers (inhabited places),,,,,,,,,,
2014.c.2.4.4,,,tourist centers,,,,,,,,,,
2014.c.2.4.5,tossup,United Kingdom,primary political entities,Europe,continents,,,,,,,,
2014.c.2.4.5,,,nations,World,areas (geography),,,,,,,,
2014.c.2.4.5,,,independent political entities,,facets (controlled vocabulary),,,,,,,,
2014.c.2.4.5,,,independent sovereign nations,,,,,,,,,,
2014.c.2.4.5,,,constitutional monarchies,,,,,,,,,,
2014.c.2.4.6,tossup,Germany,primary political entities,Europe,continents,,,,,,,,
2014.c.2.4.6,,,republics,World,areas (geography),,,,,,,,
2014.c.2.4.6,,,nations,,facets (controlled vocabulary),,,,,,,,
2014.c.2.4.6,,,independent political entities,,,,,,,,,,
2014.c.2.4.6,,,independent sovereign nations,,,,,,,,,,
2014.c.2.4.7,tossup,United States,primary political entities,North and Central America,continents,,,,,,,,
2014.c.2.4.7,,,nations,World,areas (geography),,,,,,,,
2014.c.2.4.7,,,independent political entities,,facets (controlled vocabulary),,,,,,,,
2014.c.2.4.7,,,independent sovereign nations,,,,,,,,,,
2014.c.2.4.8,tossup,,,,,Black Hills National Forest,forests (cultural landscapes),Custer,,,,,
2014.c.2.4.8,,,,,,,,South Dakota,,,,,
2014.c.2.4.8,,,,,,,,United States,primary political entities,,,,
2014.c.2.4.8,,,,,,,,,nations,,,,
2014.c.2.4.8,,,,,,,,,independent political entities,,,,
2014.c.2.4.8,,,,,,,,,independent sovereign nations,,,,
2014.c.2.4.8,,,,,,,,North and Central America,continents,,,,
2014.c.2.4.8,,,,,,,,World,areas (geography),,,,
2014.c.2.4.8,,,,,,,,,facets (controlled vocabulary),,,,
2014.c.2.extra.1,tossup + bonus,,,,,,,,,,,,
2014.c.3.1.1,tossup,England,areas (geography),United Kingdom,primary political entities,,,,,,,,
2014.c.3.1.1,,,,,nations,,,,,,,,
2014.c.3.1.1,,,,,independent political entities,,,,,,,,
2014.c.3.1.1,,,,,independent sovereign nations,,,,,,,,
2014.c.3.1.1,,,,,constitutional monarchies,,,,,,,,
2014.c.3.1.1,,,first level subdivisions (political entities),Europe,continents,,,,,,,,
2014.c.3.1.1,,,countries (sovereign states),World,areas (geography),,,,,,,,
2014.c.3.1.1,,,kingdoms (political administrative bodies),,facets (controlled vocabulary),,,,,,,,
2014.c.3.1.1,,,,,,,,,,,,,
2014.c.3.1.1,,,,,,,,,,,,,
2014.c.3.1.1,,,,,,,,,,,,,
2014.c.3.1.1,,,,,,,,,,,,,
2014.c.3.1.2,tossup,,,,,,,,,,,,
2014.c.3.1.3,tossup,,,,,,,,,,,,
2014.c.3.1.4,tossup,United States,primary political entities,North and Central America,continents,Colombia,primary political entities,South America,continents,,,,
2014.c.3.1.4,,,,,,,republics,World,areas (geography),,,,
2014.c.3.1.4,,,,,,,nations,,facets (controlled vocabulary),,,,
2014.c.3.1.4,,,,,,,independent political entities,,,,,,
2014.c.3.1.4,,,,,,,independent sovereign nations,,,,,,
2014.c.3.1.4,,United States,nations,World,areas (geography),,,,,,,,
2014.c.3.1.4,,,independent political entities,,facets (controlled vocabulary),,,,,,,,
2014.c.3.1.4,,,independent sovereign nations,,,,,,,,,,
2014.c.3.1.5,tossup,,,,,,,,,,,,
2014.c.3.1.6,tossup,Williston,inhabited places,Williams,,Fargo,inhabited places,Cass,,,,,
2014.c.3.1.6,,,,,,,county seats,North Dakota,,,,,
2014.c.3.1.6,,,,,,,cities,United States,primary political entities,,,,
2014.c.3.1.6,,,,,,,manufacturing centers,,nations,,,,
2014.c.3.1.6,,,,,,,financial centers,,independent political entities,,,,
2014.c.3.1.6,,,,,,,industrial centers (inhabited places),,independent sovereign nations,,,,
2014.c.3.1.6,,,,,,,transportation centers (inhabited places),North and Central America,continents,,,,
2014.c.3.1.6,,,,,,,,World,areas (geography),,,,
2014.c.3.1.6,,,,,,,,,facets (controlled vocabulary),,,,
2014.c.3.1.6,,Williston,,North Dakota,,,,,,,,,
2014.c.3.1.6,,,,United States,primary political entities,,,,,,,,
2014.c.3.1.6,,,,,nations,,,,,,,,
2014.c.3.1.6,,,,,independent political entities,,,,,,,,
2014.c.3.1.6,,,,,independent sovereign nations,,,,,,,,
2014.c.3.1.6,,,,North and Central America,continents,,,,,,,,
2014.c.3.1.6,,,,World,areas (geography),,,,,,,,
2014.c.3.1.6,,,,,facets (controlled vocabulary),,,,,,,,
2014.c.3.1.7,tossup,Sudan,primary political entities,Africa,continents,,,,,,,,
2014.c.3.1.7,,,,,inhabited places,,,,,,,,
2014.c.3.1.7,,,condominiums (dependencies),World,areas (geography),,,,,,,,
2014.c.3.1.7,,,republics,,facets (controlled vocabulary),,,,,,,,
2014.c.3.1.7,,,nations,,,,,,,,,,
2014.c.3.1.7,,,independent political entities,,,,,,,,,,
2014.c.3.1.7,,,independent sovereign nations,,,,,,,,,,
2014.c.3.1.7,,,controlled regions,,,,,,,,,,
2014.c.3.1.8,tossup,Lausanne,inhabited places,Vaud,,Turkey,primary political entities,Asia,continents,,,,
2014.c.3.1.8,,,,,,,republics,World,areas (geography),,,,
2014.c.3.1.8,,,,,,,nations,,facets (controlled vocabulary),,,,
2014.c.3.1.8,,,,,,,independent political entities,,,,,,
2014.c.3.1.8,,,,,,,independent sovereign nations,,,,,,
2014.c.3.1.8,,,,,,,sultanates (administrative bodies),,,,,,
2014.c.3.1.8,,Lausanne,cities,Switzerland,primary political entities,,,,,,,,
2014.c.3.1.8,,,,,republics,,,,,,,,
2014.c.3.1.8,,,,,nations,,,,,,,,
2014.c.3.1.8,,,,,independent political entities,,,,,,,,
2014.c.3.1.8,,,,,independent sovereign nations,,,,,,,,
2014.c.3.1.8,,,manufacturing centers,Europe,continents,,,,,,,,
2014.c.3.1.8,,,episcopal sees,World,areas (geography),,,,,,,,
2014.c.3.1.8,,,regional capitals,,facets (controlled vocabulary),,,,,,,,
2014.c.3.1.8,,,transportation centers (inhabited places),,,,,,,,,,
2014.c.3.1.8,,,university centers (inhabited places),,,,,,,,,,
2014.c.3.1.8,,,,,,,,,,,,,
2014.c.3.1.8,,,,,,,,,,,,,
2014.c.3.1.8,,,,,,,,,,,,,
2014.c.3.1.9,tossup,,,,,,,,,,,,
2014.c.3.1.10,tossup,Cincinnati,inhabited places,Hamilton,,,,,,,,,
2014.c.3.1.10,,,inland ports,Ohio,,,,,,,,,
2014.c.3.1.10,,,cities,United States,primary political entities,,,,,,,,
2014.c.3.1.10,,,,,nations,,,,,,,,
2014.c.3.1.10,,,,,independent political entities,,,,,,,,
2014.c.3.1.10,,,,,independent sovereign nations,,,,,,,,
2014.c.3.1.10,,,cultural centers (buildings),North and Central America,continents,,,,,,,,
2014.c.3.1.10,,,industrial centers (inhabited places),World,areas (geography),,,,,,,,
2014.c.3.1.10,,,transportation centers (inhabited places),,facets (controlled vocabulary),,,,,,,,
2014.c.3.1.10,,,scientific centers (inhabited places),,,,,,,,,,
2014.c.3.1.10,,,sporting centers (inhabited places),,,,,,,,,,
2014.c.3.1.10,,,,,,,,,,,,,
2014.c.3.1.10,,,,,,,,,,,,,
2014.c.3.2.1,tossup + bonus,Emporia,inhabited places,Lyon,,,,,,,,,
2014.c.3.2.1,,,,Kansas,,,,,,,,,
2014.c.3.2.1,,,,United States,primary political entities,,,,,,,,
2014.c.3.2.1,,,,,nations,,,,,,,,
2014.c.3.2.1,,,,,independent political entities,,,,,,,,
2014.c.3.2.1,,,,,independent sovereign nations,,,,,,,,
2014.c.3.2.1,,,,North and Central America,continents,,,,,,,,
2014.c.3.2.1,,,,World,areas (geography),,,,,,,,
2014.c.3.2.1,,,,,facets (controlled vocabulary),,,,,,,,
2014.c.3.2.2,tossup + bonus,Argun,rivers,Russia,primary political entities,"Usuri, Reka",rivers,Asia,continents,Mongolia,primary political entities,Asia,continents
2014.c.3.2.2,,,,,,,,,,,republics,World,areas (geography)
2014.c.3.2.2,,,,,,,,,,,nations,,facets (controlled vocabulary)
2014.c.3.2.2,,,,,,,,,,,independent political entities,,
2014.c.3.2.2,,,,,,,,,,,independent sovereign nations,,
2014.c.3.2.2,,,,,,,,,,,kingdoms (political administrative bodies),,
2014.c.3.2.2,,,,,,,streams,World,areas (geography),Kazakhstan,primary political entities,Asia,continents
2014.c.3.2.2,,,,,,,,,facets (controlled vocabulary),,republics,World,areas (geography)
2014.c.3.2.2,,Argun,,Russia,republics,,,,,,nations,,facets (controlled vocabulary)
2014.c.3.2.2,,,,,nations,,,,,,independent political entities,,
2014.c.3.2.2,,,,,independent political entities,,,,,,,,
2014.c.3.2.2,,,,Asia,continents,,,,,,,,
2014.c.3.2.2,,,,World,areas (geography),,,,,,,,
2014.c.3.2.2,,,,,facets (controlled vocabulary),,,,,,,,
2014.c.3.2.3,tossup + bonus,,,,,,,,,,,,
2014.c.3.2.4,tossup + bonus,"Ágios Ioánnis, Ákra",capes (landforms),Lasíthi,,Hawaii,first level subdivisions (political entities),United States,primary political entities,,,,
2014.c.3.2.4,,,,,,,states (political divisions),,nations,,,,
2014.c.3.2.4,,,,,,,,,independent political entities,,,,
2014.c.3.2.4,,,,,,,,,independent sovereign nations,,,,
2014.c.3.2.4,,,,,,,,North and Central America,continents,,,,
2014.c.3.2.4,,,,,,,,World,areas (geography),,,,
2014.c.3.2.4,,,,,,,,,facets (controlled vocabulary),,,,
2014.c.3.2.4,,"Ágios Ioánnis, Ákra",,Crete,,,,,,,,,
2014.c.3.2.4,,,,Greece,primary political entities,,,,,,,,
2014.c.3.2.4,,,,,republics,,,,,,,,
2014.c.3.2.4,,,,,nations,,,,,,,,
2014.c.3.2.4,,,,,independent political entities,,,,,,,,
2014.c.3.2.4,,,,,independent sovereign nations,,,,,,,,
2014.c.3.2.4,,,,,constitutional monarchies,,,,,,,,
2014.c.3.2.4,,,,Europe,continents,,,,,,,,
2014.c.3.2.4,,,,World,areas (geography),,,,,,,,
2014.c.3.2.4,,,,,facets (controlled vocabulary),,,,,,,,
2014.c.3.2.4,,,,,,,,,,,,,
2014.c.3.2.4,,,,,,,,,,,,,
2014.c.3.2.4,,,,,,,,,,,,,
2014.c.3.2.4,,,,,,,,,,,,,
2014.c.3.2.4,,,,,,,,,,,,,
2014.c.3.2.4,,,,,,,,,,,,,
2014.c.3.2.4,,,,,,,,,,,,,
2014.c.3.2.4,,,,,,,,,,,,,
2014.c.3.2.5,tossup + bonus,Soviet Union,former primary political entities,Asia,continents,,,,,,,,
2014.c.3.2.5,,,empires (sovereign states),World,areas (geography),,,,,,,,
2014.c.3.2.5,,,political entities,,facets (controlled vocabulary),,,,,,,,
2014.c.3.2.5,,,nations,,,,,,,,,,
2014.c.3.2.5,,,independent political entities,,,,,,,,,,
2014.c.3.2.5,,,federations,,,,,,,,,,
2014.c.3.2.6,tossup + bonus,,,,,Persia,historical regions,Asia,continents,,,,
2014.c.3.2.6,,,,,,,regions (geographic),World,areas (geography),,,,
2014.c.3.2.6,,,,,,,,,facets (controlled vocabulary),,,,
2014.c.3.2.7,tossup + bonus,Surt,inhabited places,Surt,,Libya,primary political entities,Africa,continents,,,,
2014.c.3.2.7,,,,,,,former territories/colonies/dependent states,,inhabited places,,,,
2014.c.3.2.7,,,,,,,republics,World,areas (geography),,,,
2014.c.3.2.7,,,,,,,nations,,facets (controlled vocabulary),,,,
2014.c.3.2.7,,,,,,,independent political entities,,,,,,
2014.c.3.2.7,,,,,,,independent sovereign nations,,,,,,
2014.c.3.2.7,,,,,,,controlled regions,,,,,,
2014.c.3.2.7,,,,,,,kingdoms (political administrative bodies),,,,,,
2014.c.3.2.7,,Surt,,Libya,primary political entities,,,,,,,,
2014.c.3.2.7,,,,,former territories/colonies/dependent states,,,,,,,,
